"Year"	"Plot"	"Ring"	"CO2 Treatment"	"Nitrogen Treatment"	"CountOfSpecies"	"CountOfGroup"	"Experiment"	"monospecies"	"Monogroup"	"Water Treatment"	"Temp Treatment"	"Depth"	"Carbon(%)"	"Nitrogen(%)"	"C/N Ratio"
2012	319	6	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.483	0.043	11.23255814
2012	319	6	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.457	0.039	11.71794872
2012	320	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTelv	10-20	0.855	0.071	12.04225352
2012	320	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTelv	0-10	1.078	0.089	12.11235955
2012	320	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTelv	20-40	0.741	0.058	12.77586207
2012	320	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTelv	40-60	0.429	0.036	11.91666667
2012	321	6	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.848	0.072	11.77777778
2012	321	6	Camb	Nenrich	16	4	M	 	 	 	 	0-10	1.627	0.121	13.44628099
2012	321	6	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.711	0.056	12.69642857
2012	321	6	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.636	0.052	12.23076923
2012	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume	 	 	10-20	0.628	0.052	12.07692308
2012	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume	 	 	0-10	0.612	0.056	10.92857143
2012	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume	 	 	20-40	0.529	0.045	11.75555556
2012	322	6	Camb	Namb	1	1	M	Lespedeza capitata	Legume	 	 	40-60	0.464	0.04	11.6
2012	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.749	0.07	10.7
2012	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	1.136	0.114	9.964912281
2012	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.553	0.057	9.701754386
2012	323	6	Camb	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.46	0.049	9.387755102
2012	324	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	10-20	0.948	0.068	13.94117647
2012	324	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	0-10	1.212	0.094	12.89361702
2012	324	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	20-40	0.505	0.04	12.625
2012	324	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTelv	40-60	0.416	0.035	11.88571429
2012	325	6	Camb	Namb	4	3	M	 	 	 	 	10-20	0.997	0.083	12.01204819
2012	325	6	Camb	Namb	4	3	M	 	 	 	 	0-10	1.209	0.096	12.59375
2012	325	6	Camb	Namb	4	3	M	 	 	 	 	20-40	0.501	0.04	12.525
2012	325	6	Camb	Namb	4	3	M	 	 	 	 	40-60	0.434	0.034	12.76470588
2012	326	6	Camb	Nenrich	4	4	S	 	 	 	 	10-20	0.659	0.056	11.76785714
2012	326	6	Camb	Nenrich	4	4	S	 	 	 	 	0-10	1.089	0.093	11.70967742
2012	326	6	Camb	Nenrich	4	4	S	 	 	 	 	20-40	0.795	0.069	11.52173913
2012	326	6	Camb	Nenrich	4	4	S	 	 	 	 	40-60	0.448	0.041	10.92682927
2012	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	10-20	0.479	0.042	11.4047619
2012	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	0-10	0.655	0.057	11.49122807
2012	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	20-40	0.455	0.04	11.375
2012	327	6	Camb	Nenrich	1	1	M	Anemone cylindrica	Forb	 	 	40-60	0.342	0.03	11.4
2012	328	6	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.79	0.067	11.79104478
2012	328	6	Camb	Nenrich	4	3	M	 	 	 	 	0-10	1.417	0.113	12.53982301
2012	328	6	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.625	0.053	11.79245283
2012	328	6	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.447	0.041	10.90243902
2012	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	10-20	0.464	0.041	11.31707317
2012	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	0-10	0.861	0.077	11.18181818
2012	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	20-40	0.427	0.04	10.675
2012	329	6	Camb	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	40-60	0.41	0.034	12.05882353
2012	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	10-20	0.563	0.054	10.42592593
2012	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	0-10	0.714	0.066	10.81818182
2012	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	20-40	0.555	0.048	11.5625
2012	330	6	Camb	Namb	1	1	M	Amorpha canescens	Legume	 	 	40-60	0.435	0.042	10.35714286
2012	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	10-20	0.685	0.064	10.703125
2012	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	0-10	0.727	0.065	11.18461538
2012	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	20-40	0.524	0.048	10.91666667
2012	331	6	Camb	Namb	1	1	M	Sorghastrum nutans	C-4	 	 	40-60	0.432	0.041	10.53658537
2012	332	6	Camb	Namb	4	4	M	 	 	 	 	10-20	0.608	0.054	11.25925926
2012	332	6	Camb	Namb	4	4	M	 	 	 	 	0-10	1.159	0.099	11.70707071
2012	332	6	Camb	Namb	4	4	M	 	 	 	 	20-40	0.502	0.046	10.91304348
2012	332	6	Camb	Namb	4	4	M	 	 	 	 	40-60	0.373	0.034	10.97058824
2012	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3	 	 	10-20	0.604	0.057	10.59649123
2012	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3	 	 	0-10	1.014	0.088	11.52272727
2012	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3	 	 	20-40	0.426	0.041	10.3902439
2012	333	6	Camb	Nenrich	1	1	M	Poa pratensis	C-3	 	 	40-60	0.346	0.035	9.885714286
2012	334	6	Camb	Namb	4	3	M	 	 	 	 	10-20	0.604	0.056	10.78571429
2012	334	6	Camb	Namb	4	3	M	 	 	 	 	0-10	0.834	0.075	11.12
2012	334	6	Camb	Namb	4	3	M	 	 	 	 	20-40	0.495	0.047	10.53191489
2012	334	6	Camb	Namb	4	3	M	 	 	 	 	40-60	0.454	0.046	9.869565217
2012	335	6	Camb	Nenrich	9	4	M	 	 	 	 	10-20	2.533	0.182	13.91758242
2012	335	6	Camb	Nenrich	9	4	M	 	 	 	 	0-10	0.696	0.064	10.875
2012	335	6	Camb	Nenrich	9	4	M	 	 	 	 	20-40	0.51	0.044	11.59090909
2012	335	6	Camb	Nenrich	9	4	M	 	 	 	 	40-60	0.498	0.043	11.58139535
2012	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3	 	 	10-20	0.526	0.047	11.19148936
2012	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3	 	 	0-10	0.786	0.071	11.07042254
2012	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3	 	 	20-40	0.396	0.036	11
2012	336	6	Camb	Namb	1	1	M	Koeleria cristata	C-3	 	 	40-60	0.383	0.034	11.26470588
2012	337	6	Camb	Namb	4	2	S	 	 	 	 	10-20	0.741	0.066	11.22727273
2012	337	6	Camb	Namb	4	2	S	 	 	 	 	0-10	0.853	0.074	11.52702703
2012	337	6	Camb	Namb	4	2	S	 	 	 	 	20-40	0.64	0.056	11.42857143
2012	337	6	Camb	Namb	4	2	S	 	 	 	 	40-60	0.605	0.054	11.2037037
2012	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	10-20	0.619	0.056	11.05357143
2012	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	0-10	0.787	0.071	11.08450704
2012	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	20-40	0.596	0.051	11.68627451
2012	338	6	Camb	Nenrich	1	1	M	Solidago rigida	Forb	 	 	40-60	0.463	0.042	11.02380952
2012	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	10-20	0.583	0.053	11
2012	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	0-10	1.029	0.081	12.7037037
2012	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.728	0.061	11.93442623
2012	339	6	Camb	Namb	1	1	M	Achillea millefolium	Forb	 	 	40-60	 	 	 
2012	340	6	Camb	Nenrich	4	1	S	 	C-3	 	 	10-20	0.759	0.07	10.84285714
2012	340	6	Camb	Nenrich	4	1	S	 	C-3	 	 	0-10	1.305	0.114	11.44736842
2012	340	6	Camb	Nenrich	4	1	S	 	C-3	 	 	20-40	0.62	0.056	11.07142857
2012	340	6	Camb	Nenrich	4	1	S	 	C-3	 	 	40-60	0.493	0.044	11.20454545
2012	341	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	10-20	0.699	0.051	13.70588235
2012	341	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	0-10	1.382	0.112	12.33928571
2012	341	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	20-40	0.478	0.041	11.65853659
2012	341	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTamb	40-60	0.473	0.042	11.26190476
2012	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	10-20	0.512	0.05	10.24
2012	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	0-10	0.6	0.061	9.836065574
2012	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	20-40	0.409	0.04	10.225
2012	342	6	Camb	Nenrich	1	1	M	Asclepias tuberosa	Forb	 	 	40-60	0.353	0.038	9.289473684
2012	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	10-20	0.917	0.077	11.90909091
2012	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	0-10	1.272	0.095	13.38947368
2012	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	20-40	0.524	0.047	11.14893617
2012	343	6	Camb	Namb	1	1	M	Andropogon gerardi	C-4	 	 	40-60	0.469	0.04	11.725
2012	344	6	Camb	Namb	16	4	M	 	 	 	 	10-20	0.622	0.053	11.73584906
2012	344	6	Camb	Namb	16	4	M	 	 	 	 	0-10	1.264	0.107	11.81308411
2012	344	6	Camb	Namb	16	4	M	 	 	 	 	20-40	0.41	0.041	10
2012	344	6	Camb	Namb	16	4	M	 	 	 	 	40-60	0.478	0.044	10.86363636
2012	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.678	0.06	11.3
2012	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.823	0.07	11.75714286
2012	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.533	0.049	10.87755102
2012	345	6	Camb	Namb	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.432	0.041	10.53658537
2012	346	6	Camb	Namb	4	4	M	 	 	 	 	10-20	0.74	0.069	10.72463768
2012	346	6	Camb	Namb	4	4	M	 	 	 	 	0-10	1.078	0.092	11.7173913
2012	346	6	Camb	Namb	4	4	M	 	 	 	 	20-40	0.448	0.042	10.66666667
2012	346	6	Camb	Namb	4	4	M	 	 	 	 	40-60	0.419	0.038	11.02631579
2012	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume	 	 	10-20	0.554	0.052	10.65384615
2012	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume	 	 	0-10	0.606	0.058	10.44827586
2012	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume	 	 	20-40	0.435	0.04	10.875
2012	347	6	Camb	Namb	1	1	M	Petalostemum villosum	Legume	 	 	40-60	0.447	0.041	10.90243902
2012	348	6	Camb	Nenrich	4	1	S	 	C-4	 	 	10-20	0.884	0.076	11.63157895
2012	348	6	Camb	Nenrich	4	1	S	 	C-4	 	 	0-10	1.524	0.108	14.11111111
2012	348	6	Camb	Nenrich	4	1	S	 	C-4	 	 	20-40	0.534	0.046	11.60869565
2012	348	6	Camb	Nenrich	4	1	S	 	C-4	 	 	40-60	0.295	0.024	12.29166667
2012	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.563	0.053	10.62264151
2012	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	1.092	0.098	11.14285714
2012	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.546	0.05	10.92
2012	349	6	Camb	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.48	0.044	10.90909091
2012	350	6	Camb	Nenrich	4	1	S	 	Legume	 	 	10-20	0.628	0.061	10.29508197
2012	350	6	Camb	Nenrich	4	1	S	 	Legume	 	 	0-10	0.877	0.086	10.19767442
2012	350	6	Camb	Nenrich	4	1	S	 	Legume	 	 	20-40	0.648	0.061	10.62295082
2012	350	6	Camb	Nenrich	4	1	S	 	Legume	 	 	40-60	0.451	0.044	10.25
2012	351	6	Camb	Nenrich	4	1	S	 	Forb	 	 	10-20	0.661	0.059	11.20338983
2012	351	6	Camb	Nenrich	4	1	S	 	Forb	 	 	0-10	0.973	0.084	11.58333333
2012	351	6	Camb	Nenrich	4	1	S	 	Forb	 	 	20-40	0.506	0.043	11.76744186
2012	351	6	Camb	Nenrich	4	1	S	 	Forb	 	 	40-60	0.654	0.054	12.11111111
2012	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3	 	 	10-20	0.643	0.057	11.28070175
2012	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3	 	 	0-10	0.954	0.086	11.09302326
2012	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3	 	 	20-40	0.506	0.043	11.76744186
2012	352	6	Camb	Nenrich	1	1	M	Bromus inermis	C-3	 	 	40-60	0.376	0.031	12.12903226
2012	353	6	Camb	Nenrich	4	3	M	 	 	 	 	10-20	0.632	0.052	12.15384615
2012	353	6	Camb	Nenrich	4	3	M	 	 	 	 	0-10	0.918	0.072	12.75
2012	353	6	Camb	Nenrich	4	3	M	 	 	 	 	20-40	0.445	0.036	12.36111111
2012	353	6	Camb	Nenrich	4	3	M	 	 	 	 	40-60	0.326	0.031	10.51612903
2012	354	6	Camb	Nenrich	16	4	M	 	 	 	 	10-20	0.614	0.053	11.58490566
2012	354	6	Camb	Nenrich	16	4	M	 	 	 	 	0-10	1.522	0.13	11.70769231
2012	354	6	Camb	Nenrich	16	4	M	 	 	 	 	20-40	0.553	0.051	10.84313725
2012	354	6	Camb	Nenrich	16	4	M	 	 	 	 	40-60	0.46	0.042	10.95238095
2012	355	6	Camb	Namb	16	4	M	 	 	 	 	10-20	0.979	0.066	14.83333333
2012	355	6	Camb	Namb	16	4	M	 	 	 	 	0-10	1.323	0.109	12.13761468
2012	355	6	Camb	Namb	16	4	M	 	 	 	 	20-40	0.524	0.043	12.18604651
2012	355	6	Camb	Namb	16	4	M	 	 	 	 	40-60	0.463	0.037	12.51351351
2012	356	6	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	10-20	0.828	0.066	12.54545455
2012	356	6	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	0-10	1	0.081	12.34567901
2012	356	6	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	20-40	0.529	0.042	12.5952381
2012	356	6	Camb	Namb	9	4	M	 	 	H2Oneg	HTamb	40-60	0.597	0.048	12.4375
2012	357	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTamb	10-20	0.658	0.056	11.75
2012	357	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTamb	0-10	1.508	0.131	11.51145038
2012	357	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTamb	20-40	0.575	0.048	11.97916667
2012	357	6	Camb	Nenrich	9	4	M	 	 	H2Oamb	HTamb	40-60	0.428	0.035	12.22857143
2012	358	6	Camb	Namb	16	4	M	 	 	 	 	10-20	0.775	0.073	10.61643836
2012	358	6	Camb	Namb	16	4	M	 	 	 	 	0-10	1.476	0.128	11.53125
2012	358	6	Camb	Namb	16	4	M	 	 	 	 	20-40	0.491	0.05	9.82
2012	358	6	Camb	Namb	16	4	M	 	 	 	 	40-60	0.414	0.041	10.09756098
2012	359	6	Camb	Namb	4	4	S	 	 	 	 	10-20	0.618	0.06	10.3
2012	359	6	Camb	Namb	4	4	S	 	 	 	 	0-10	1.02	0.09	11.33333333
2012	359	6	Camb	Namb	4	4	S	 	 	 	 	20-40	0.474	0.048	9.875
2012	359	6	Camb	Namb	4	4	S	 	 	 	 	40-60	0.315	0.034	9.264705882
2012	360	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTelv	10-20	0.714	0.058	12.31034483
2012	360	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTelv	0-10	1.492	0.117	12.75213675
2012	360	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTelv	20-40	0.61	0.047	12.9787234
2012	360	6	Camb	Nenrich	9	4	M	 	 	H2Oneg	HTelv	40-60	0.36	0.029	12.4137931
2012	361	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTamb	10-20	0.534	0.048	11.125
2012	361	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTamb	0-10	0.964	0.087	11.08045977
2012	361	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTamb	20-40	0.699	0.059	11.84745763
2012	361	6	Camb	Namb	9	4	M	 	 	H2Oamb	HTamb	40-60	0.607	0.054	11.24074074
2012	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	10-20	0.626	0.058	10.79310345
2012	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	0-10	0.874	0.081	10.79012346
2012	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	20-40	0.419	0.044	9.522727273
2012	362	6	Camb	Nenrich	1	1	M	Sorghastrum nutans	C-4	 	 	40-60	0.421	0.041	10.26829268
2012	363	6	Camb	Namb	4	1	S	 	Legume	 	 	10-20	0.538	0.055	9.781818182
2012	363	6	Camb	Namb	4	1	S	 	Legume	 	 	0-10	0.952	0.09	10.57777778
2012	363	6	Camb	Namb	4	1	S	 	Legume	 	 	20-40	0.768	0.07	10.97142857
2012	363	6	Camb	Namb	4	1	S	 	Legume	 	 	40-60	0.741	0.068	10.89705882
2012	364	6	Camb	Namb	4	1	S	 	C-3	 	 	10-20	0.528	0.05	10.56
2012	364	6	Camb	Namb	4	1	S	 	C-3	 	 	0-10	0.621	0.061	10.18032787
2012	364	6	Camb	Namb	4	1	S	 	C-3	 	 	20-40	0.496	0.048	10.33333333
2012	364	6	Camb	Namb	4	1	S	 	C-3	 	 	40-60	0.355	0.034	10.44117647
2012	365	6	Camb	Nenrich	4	2	M	 	 	 	 	10-20	0.724	0.061	11.86885246
2012	365	6	Camb	Nenrich	4	2	M	 	 	 	 	0-10	1.115	0.088	12.67045455
2012	365	6	Camb	Nenrich	4	2	M	 	 	 	 	20-40	0.462	0.044	10.5
2012	365	6	Camb	Nenrich	4	2	M	 	 	 	 	40-60	0.328	0.032	10.25
2012	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	10-20	0.572	0.055	10.4
2012	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	0-10	0.728	0.063	11.55555556
2012	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	20-40	0.543	0.051	10.64705882
2012	366	6	Camb	Nenrich	1	1	M	Achillea millefolium	Forb	 	 	40-60	0.39	0.037	10.54054054
2012	367	2	Camb	Namb	0	1	M	 	 	 	 	10-20	0.305	0.033	9.242424242
2012	367	2	Camb	Namb	0	1	M	 	 	 	 	0-10	0.296	0.029	10.20689655
2012	367	2	Camb	Namb	0	1	M	 	 	 	 	20-40	0.253	0.028	9.035714286
2012	367	2	Camb	Namb	0	1	M	 	 	 	 	40-60	0.235	0.024	9.791666667
2012	368	3	Cenrich	Nenrich	0	1	M	 	 	 	 	10-20	0.443	0.045	9.844444444
2012	368	3	Cenrich	Nenrich	0	1	M	 	 	 	 	0-10	0.521	0.051	10.21568627
2012	368	3	Cenrich	Nenrich	0	1	M	 	 	 	 	20-40	0.441	0.041	10.75609756
2012	368	3	Cenrich	Nenrich	0	1	M	 	 	 	 	40-60	0.409	0.039	10.48717949
2012	369	4	Camb	Nenrich	0	1	M	 	 	 	 	10-20	0.504	0.047	10.72340426
2012	369	4	Camb	Nenrich	0	1	M	 	 	 	 	0-10	0.612	0.06	10.2
2012	369	4	Camb	Nenrich	0	1	M	 	 	 	 	20-40	0.412	0.042	9.80952381
2012	369	4	Camb	Nenrich	0	1	M	 	 	 	 	40-60	0.373	0.04	9.325
2012	370	6	Camb	Namb	0	1	M	 	 	 	 	10-20	0.512	0.05	10.24
2012	370	6	Camb	Namb	0	1	M	 	 	 	 	0-10	0.648	0.062	10.4516129
2012	370	6	Camb	Namb	0	1	M	 	 	 	 	20-40	0.438	0.042	10.42857143
2012	370	6	Camb	Namb	0	1	M	 	 	 	 	40-60	0.312	0.03	10.4
2012	371	6	Camb	Nenrich	0	1	M	 	 	 	 	10-20	0.49	0.047	10.42553191
2012	371	6	Camb	Nenrich	0	1	M	 	 	 	 	0-10	0.809	0.066	12.25757576
2012	371	6	Camb	Nenrich	0	1	M	 	 	 	 	20-40	0.405	0.037	10.94594595
2012	371	6	Camb	Nenrich	0	1	M	 	 	 	 	40-60	0.299	0.034	8.794117647
2016	1	1	Cenrich	Namb	4	2	M	 	 	 	 	0-10	0.86	0.06	14.33333333
2016	1	1	Cenrich	Namb	4	2	M	 	 	 	 	10-20	0.48	0.03	16
2016	1	1	Cenrich	Namb	4	2	M	 	 	 	 	20-40	0.26	0.02	13
2016	1	1	Cenrich	Namb	4	2	M	 	 	 	 	40-60	0.214	0.018	11.88888889
2016	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	0-10	0.598	0.049	12.20408163
2016	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	10-20	0.423	0.025	16.92
2016	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	20-40	0.302	0.02	15.1
2016	2	1	Cenrich	Namb	1	1	M	Bouteloua gracilis	C-4	 	 	40-60	0.218	0.013	16.76923077
2016	4	1	Cenrich	Namb	4	3	M	 	 	 	 	0-10	0.825	0.066	12.5
2016	4	1	Cenrich	Namb	4	3	M	 	 	 	 	10-20	0.452	0.036	12.55555556
2016	4	1	Cenrich	Namb	4	3	M	 	 	 	 	20-40	0.32	0.02	16
2016	4	1	Cenrich	Namb	4	3	M	 	 	 	 	40-60	0.28	0.02	14
2016	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	0-10	0.449	0.034	13.20588235
2016	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	10-20	0.313	0.031	10.09677419
2016	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	20-40	0.312	0.029	10.75862069
2016	5	1	Cenrich	Namb	1	1	M	Asclepias tuberosa	Forb	 	 	40-60	0.261	0.009	29
2016	7	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTamb	0-10	0.817	0.061	13.39344262
2016	7	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTamb	10-20	0.582	0.044	13.22727273
2016	7	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTamb	20-40	0.314	0.025	12.56
2016	7	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTamb	40-60	0.281	0.021	13.38095238
2016	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	0-10	0.655	0.055	11.90909091
2016	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	10-20	0.563	0.048	11.72916667
2016	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	20-40	0.285	0.027	10.55555556
2016	8	1	Cenrich	Nenrich	1	1	M	Schizachyrium scoparium	C-4	 	 	40-60	0.188	0.017	11.05882353
2016	10	1	Cenrich	Nenrich	4	3	M	 	 	 	 	0-10	0.799	0.063	12.68253968
2016	10	1	Cenrich	Nenrich	4	3	M	 	 	 	 	10-20	0.503	0.031	16.22580645
2016	10	1	Cenrich	Nenrich	4	3	M	 	 	 	 	20-40	0.324	0.023	14.08695652
2016	10	1	Cenrich	Nenrich	4	3	M	 	 	 	 	40-60	0.254	0.014	18.14285714
2016	11	1	Cenrich	Nenrich	9	4	M	 	 	H2Oamb	HTelv	0-10	0.881	0.071	12.4084507
2016	11	1	Cenrich	Nenrich	9	4	M	 	 	H2Oamb	HTelv	10-20	0.537	0.046	11.67391304
2016	11	1	Cenrich	Nenrich	9	4	M	 	 	H2Oamb	HTelv	20-40	0.42	0.03	14
2016	11	1	Cenrich	Nenrich	9	4	M	 	 	H2Oamb	HTelv	40-60	0.32	0.02	16
2016	12	1	Cenrich	Nenrich	9	4	M	 	 	 	 	0-10	0.93	0.06	15.5
2016	12	1	Cenrich	Nenrich	9	4	M	 	 	 	 	10-20	0.502	0.042	11.95238095
2016	12	1	Cenrich	Nenrich	9	4	M	 	 	 	 	20-40	0.307	0.026	11.80769231
2016	12	1	Cenrich	Nenrich	9	4	M	 	 	 	 	40-60	0.241	0.022	10.95454545
2016	13	1	Cenrich	Nenrich	16	4	M	 	 	 	 	0-10	1.284	0.096	13.375
2016	13	1	Cenrich	Nenrich	16	4	M	 	 	 	 	10-20	0.543	0.04	13.575
2016	13	1	Cenrich	Nenrich	16	4	M	 	 	 	 	20-40	0.381	0.033	11.54545455
2016	13	1	Cenrich	Nenrich	16	4	M	 	 	 	 	40-60	0.265	0.0165	16.06060606
2016	15	1	Cenrich	Namb	4	3	M	 	 	 	 	0-10	0.87	0.06	14.5
2016	15	1	Cenrich	Namb	4	3	M	 	 	 	 	10-20	0.48	0.03	16
2016	15	1	Cenrich	Namb	4	3	M	 	 	 	 	20-40	0.3	0.02	15
2016	15	1	Cenrich	Namb	4	3	M	 	 	 	 	40-60	0.244	0.02	12.2
2016	16	1	Cenrich	Namb	9	4	M	 	 	 	 	0-10	1.263	0.093	13.58064516
2016	16	1	Cenrich	Namb	9	4	M	 	 	 	 	10-20	0.491	0.041	11.97560976
2016	16	1	Cenrich	Namb	9	4	M	 	 	 	 	20-40	0.26	0.02	13
2016	16	1	Cenrich	Namb	9	4	M	 	 	 	 	40-60	0.22	0.005	44
2016	17	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTelv	0-10	0.995	0.076	13.09210526
2016	17	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTelv	10-20	0.618	0.049	12.6122449
2016	17	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTelv	20-40	0.34	0.03	11.33333333
2016	17	1	Cenrich	Namb	9	4	M	 	 	H2Oneg	HTelv	40-60	0.31	0.01	31
2016	18	1	Cenrich	Nenrich	1	1	M	Amorpha canescens	Legume	 	 	0-10	0.649	0.051	12.7254902
